SC1095
1.00000000	0.00000000
0.99644000	0.00201000
0.98627000	0.00281000
0.97611000	0.00360000
0.96594000	0.00443000
0.95577000	0.00570000
0.94560000	0.00695000
0.93544000	0.00818000
0.92527000	0.00939000
0.91510000	0.01060000
0.89476000	0.01297000
0.87443000	0.01532000
0.85409000	0.01764000
0.83376000	0.01993000
0.81342000	0.02218000
0.79309000	0.02439000
0.77275000	0.02655000
0.75242000	0.02865000
0.73208000	0.03070000
0.71174000	0.03267000
0.69141000	0.03458000
0.67107000	0.03640000
0.65074000	0.03815000
0.63040000	0.03982000
0.61007000	0.04140000
0.58973000	0.04291000
0.56940000	0.04434000
0.54906000	0.04568000
0.52872000	0.04694000
0.50839000	0.04812000
0.48805000	0.04922000
0.46772000	0.05024000
0.44738000	0.05118000
0.42705000	0.05203000
0.40671000	0.05280000
0.38638000	0.05348000
0.36604000	0.05407000
0.34570000	0.05458000
0.32537000	0.05498000
0.30503000	0.05528000
0.28470000	0.05547000
0.26945000	0.05554000
0.25419000	0.05553000
0.23894000	0.05541000
0.22369000	0.05518000
0.20844000	0.05480000
0.19319000	0.05426000
0.17794000	0.05354000
0.16268000	0.05265000
0.14743000	0.05158000
0.13218000	0.05033000
0.11693000	0.04885000
0.10168000	0.04705000
0.09151000	0.04562000
0.08134000	0.04398000
0.07117000	0.04205000
0.06101000	0.03979000
0.05084000	0.03707000
0.04271000	0.03443000
0.03660000	0.03208000
0.03050000	0.02934000
0.02440000	0.02608000
0.01830000	0.02220000
0.01220000	0.01748000
0.00915000	0.01473000
0.00661000	0.01215000
0.00407000	0.00913000
0.00203000	0.00626000
0.00081000	0.00396000
0.00010000	0.00147000
0.00000000	0.00000000
0.00010000	-0.00112000
0.00081000	-0.00322000
0.00203000	-0.00510000
0.00407000	-0.00757000
0.00661000	-0.01020000
0.00915000	-0.01236000
0.01220000	-0.01453000
0.01830000	-0.01798000
0.02440000	-0.02066000
0.03050000	-0.02293000
0.03660000	-0.02494000
0.04271000	-0.02669000
0.05084000	-0.02862000
0.06101000	-0.03048000
0.07117000	-0.03191000
0.08134000	-0.03304000
0.09151000	-0.03397000
0.10168000	-0.03476000
0.11693000	-0.03580000
0.13218000	-0.03666000
0.14743000	-0.03737000
0.16268000	-0.03795000
0.17794000	-0.03841000
0.19319000	-0.03876000
0.20844000	-0.03903000
0.22369000	-0.03923000
0.23894000	-0.03935000
0.25419000	-0.03941000
0.26945000	-0.03941000
0.28470000	-0.03937000
0.30503000	-0.03924000
0.32537000	-0.03903000
0.34570000	-0.03874000
0.36604000	-0.03839000
0.38638000	-0.03797000
0.40671000	-0.03749000
0.42705000	-0.03695000
0.44738000	-0.03635000
0.46772000	-0.03569000
0.48805000	-0.03497000
0.50839000	-0.03419000
0.52872000	-0.03335000
0.54906000	-0.03245000
0.56940000	-0.03149000
0.58973000	-0.03047000
0.61007000	-0.02938000
0.63040000	-0.02824000
0.65074000	-0.02703000
0.67107000	-0.02577000
0.69141000	-0.02445000
0.71174000	-0.02308000
0.73208000	-0.02166000
0.75242000	-0.02019000
0.77275000	-0.01868000
0.79309000	-0.01714000
0.81342000	-0.01557000
0.83376000	-0.01397000
0.85409000	-0.01236000
0.87443000	-0.01072000
0.89476000	-0.00908000
0.91510000	-0.00742000
0.92527000	-0.00659000
0.93544000	-0.00575000
0.94560000	-0.00489000
0.95577000	-0.00402000
0.96594000	-0.00313000
0.97611000	-0.00271000
0.98627000	-0.00229000
0.99644000	-0.00188000
1.00000000	0.00000000

